EDX cell sector AFP compatibility matrix
   76   13.00    5.00    1.76    1.00
ABAA0001    28.51   105.03     3.08    2    2    0    2
    3   22
     ABAA0001   0.0
     ABAA0002  10.4
     ABAA0003  16.5
     ABAB0001   0.0
     ABAB0002   0.0
     ABAB0003   0.0
     ABAC0001  11.4
     ABAC0002   0.0
     ABAC0003   0.0
     ABAD0002   0.2
     ABAD0003   0.0
     ABAE0001   2.8
     ABAE0002   0.0
     ABAE0003   0.0
     ABAF0001   2.9
     ABAF0002  30.2
     ABAF0003  27.7
     ABAG0001   1.4
     ABAG0002   0.3
     ABAG0003  17.7
     ABAH0001   2.8
     ABAH0002   0.0
     ABAH0003   0.0
     ABAI0001   0.9
     ABAI0002   0.0
     ABAI0003   0.0
     ABAJ0001   0.6
     ABAJ0002   0.8
     ABAK0001   0.1
     ABAK0002   0.0
     ABAL0001   0.1
     ABAL0002   2.9
     ABAL0003   0.0
     ABAM0001   1.7
     ABAM0002   0.7
     ABAN0001   0.1
     ABAN0002   0.5
     ABAN0003   0.0
     ABAO0001  19.8
     ABAO0002   0.0
     ABAO0003   0.3
     ABAP0001   2.8
     ABAP0002   0.0
     ABAQ0003   0.9
     ABAQ0004   0.0
     ABAR0001   0.7
     ABAR0002   0.1
     ABAS0003   2.9
     ABAS0004   0.8
     ABAT0001   0.4
     ABAT0002   9.9
     ABAV0002   1.3
     ABAV0003   8.1
     ABAW0001   5.9
     ABAW0002   6.1
     ABAX0001   0.0
     ABAX0002   0.0
     ABAX0003   0.0
     ABAY0002   2.7
     ABAY0003   0.8
     ABAZ0001   0.2
     ABAZ0002   0.1
     ABBA0001   0.3
     ABBA0002   0.0
     ABBB0002   1.3
     ABBB0003   0.1
     ABBC0001   4.8
     ABBC0002   0.0
     ABBD0002   0.0
     ABBE0001   0.0
     ABBE0002   0.0
     ABBF0001   2.9
     ABBF0003  58.6
     ABBG0001   0.7
     ABBG0002   0.0
     ABBH0003   0.6
ABAA0002    58.97   170.97     5.01    2    2    0    2
    6   39
     ABAA0001   7.7
     ABAA0002   0.0
     ABAA0003   5.1
     ABAB0001   0.0
     ABAB0002   0.0
     ABAB0003   0.0
     ABAC0001   3.9
     ABAC0002   0.0
     ABAC0003   0.0
     ABAD0002   0.2
     ABAD0003   0.1
     ABAE0001   3.8
     ABAE0002   0.9
     ABAE0003   0.0
     ABAF0001   0.0
     ABAF0002  18.2
     ABAF0003   0.2
     ABAG0001   0.0
     ABAG0002   1.8
     ABAG0003   1.5
