-122.944458390157, 44.2376517410685, 965.3
-122.986679687702, 44.1968395430085, 963.025
-122.983402687702, 44.2133667967683, 961.568
-122.957475103374, 44.2282075960629, 960.918
-122.942438264089, 44.2400127773199, 958.439
-122.968993616963, 44.2207871964156, 916.316
-122.930767915906, 44.2315805049934, 872.35
-122.883909299463, 44.3010624289632, 872.162
-122.931829651808, 44.270031666802, 874.804
-122.962579663044, 44.1884072706821, 844.804
-122.904348610542, 44.2916182839576, 842.955
-122.918270943887, 44.2791385209145, 822.811
-122.931895408167, 44.2535044130422, 810.45
-122.998339575081, 44.1850343617515, 788.491
-122.951394125856, 44.2150532512336, 759.184
-122.983047770171, 44.1506306906597, 713.541
-122.916110551882, 44.2781266482353, 815.251
-122.979997254202, 44.1378136367235, 706.992
-122.984226741588, 44.1600748356653, 703.619
-122.995069332018, 44.1260084554665, 698.857
-123.007445810225, 44.1691816897778, 683.455
-122.984046558067, 44.223148232667, 661.492
-122.946737849454, 44.3182642645092, 652.59
-122.858272545618, 44.2858843387757, 652.265
-122.936674341782, 44.3074709559313, 663.617
-122.866744039707, 44.3007251380702, 652.329
-122.893342091855, 44.1017235111663, 659.369
-122.906919252644, 44.2427111044643, 655.163
-122.897253678883, 44.2214617782017, 634.077
-123.000057780601, 44.1158897286748, 638.599
-122.94242462902, 44.1857089435376, 624.313
-122.947466263798, 44.2066209789072, 623.681
-123.444070629751, 44.3260219550495, 611.896
-123.380746683572, 43.9091304112306, 600.081
-123.095688709506, 43.9833344077032, 601.823
-123.428253558717, 44.2433856862504, 605.99
-122.906864625987, 44.0949776933052, 597.271
-122.97183996838, 44.1266830372526, 583.995
-122.883230616914, 44.111504947065, 579.091
-123.459391832644, 44.2693570850158, 587
